CMDLINE /Users/au619572/.virtualenvs/fabula_dashboard/bin/python app.py
MEM 62.718750 1714569941.8647
MEM 62.718750 1714569941.9698
MEM 62.718750 1714569942.0749
MEM 62.734375 1714569942.1801
MEM 62.734375 1714569942.2852
MEM 62.734375 1714569942.3903
MEM 62.734375 1714569942.4954
MEM 62.734375 1714569942.6005
MEM 62.734375 1714569942.7056
MEM 62.734375 1714569942.8107
MEM 62.734375 1714569942.9158
MEM 62.734375 1714569943.0210
MEM 61.812500 1714569943.1260
MEM 61.812500 1714569943.2311
MEM 61.453125 1714569943.3362
MEM 61.484375 1714569943.4413
MEM 61.484375 1714569943.5464
MEM 61.453125 1714569943.6515
MEM 61.453125 1714569943.7565
MEM 61.453125 1714569943.8616
MEM 61.453125 1714569943.9667
MEM 61.453125 1714569944.0718
MEM 61.453125 1714569944.1769
MEM 61.453125 1714569944.2821
MEM 61.453125 1714569944.3872
MEM 61.453125 1714569944.4923
MEM 61.453125 1714569944.5974
MEM 61.453125 1714569944.7025
MEM 61.453125 1714569944.8076
MEM 61.453125 1714569944.9127
MEM 61.453125 1714569945.0178
MEM 61.453125 1714569945.1230
MEM 61.453125 1714569945.2281
MEM 61.453125 1714569945.3332
MEM 61.453125 1714569945.4383
MEM 61.453125 1714569945.5429
MEM 61.453125 1714569945.6480
MEM 61.453125 1714569945.7531
MEM 61.453125 1714569945.8582
MEM 61.453125 1714569945.9633
MEM 61.453125 1714569946.0684
MEM 61.453125 1714569946.1735
MEM 61.453125 1714569946.2786
MEM 61.453125 1714569946.3837
MEM 61.453125 1714569946.4888
MEM 61.453125 1714569946.5939
MEM 61.453125 1714569946.6990
MEM 61.453125 1714569946.8041
MEM 61.453125 1714569946.9088
MEM 61.453125 1714569947.0140
MEM 61.453125 1714569947.1191
MEM 61.453125 1714569947.2242
MEM 61.453125 1714569947.3293
MEM 61.453125 1714569947.4344
MEM 61.453125 1714569947.5395
MEM 61.453125 1714569947.6445
MEM 61.453125 1714569947.7496
MEM 61.453125 1714569947.8547
MEM 61.453125 1714569947.9598
MEM 61.453125 1714569948.0605
MEM 61.453125 1714569948.1656
MEM 61.453125 1714569948.2707
MEM 61.453125 1714569948.3759
MEM 61.453125 1714569948.4809
MEM 61.453125 1714569948.5859
MEM 61.453125 1714569948.6860
MEM 61.453125 1714569948.7862
MEM 61.453125 1714569948.8894
MEM 61.453125 1714569948.9945
MEM 61.453125 1714569949.0973
MEM 61.453125 1714569949.2024
MEM 61.453125 1714569949.3075
MEM 61.453125 1714569949.4126
MEM 61.453125 1714569949.5177
MEM 61.453125 1714569949.6228
MEM 61.453125 1714569949.7279
MEM 61.453125 1714569949.8330
MEM 61.453125 1714569949.9381
MEM 61.453125 1714569950.0432
MEM 61.453125 1714569950.1483
MEM 61.453125 1714569950.2534
MEM 61.453125 1714569950.3585
MEM 61.453125 1714569950.4636
MEM 61.453125 1714569950.5688
MEM 61.453125 1714569950.6739
MEM 61.453125 1714569950.7790
MEM 61.453125 1714569950.8841
MEM 61.453125 1714569950.9892
MEM 61.453125 1714569951.0943
MEM 61.453125 1714569951.1994
MEM 61.453125 1714569951.3045
MEM 61.453125 1714569951.4096
MEM 61.453125 1714569951.5147
MEM 61.453125 1714569951.6198
MEM 61.453125 1714569951.7249
MEM 61.453125 1714569951.8300
MEM 61.453125 1714569951.9351
MEM 61.453125 1714569952.0402
MEM 61.453125 1714569952.1452
MEM 61.453125 1714569952.2503
MEM 61.453125 1714569952.3554
MEM 61.453125 1714569952.4605
MEM 61.453125 1714569952.5656
MEM 61.546875 1714569952.6707
MEM 61.546875 1714569952.7758
MEM 61.546875 1714569952.8809
MEM 61.546875 1714569952.9860
MEM 61.546875 1714569953.0911
MEM 61.578125 1714569953.1961
MEM 61.578125 1714569953.3013
MEM 61.578125 1714569953.4063
MEM 61.578125 1714569953.5114
MEM 61.656250 1714569953.6166
MEM 61.656250 1714569953.7217
MEM 61.656250 1714569953.8268
MEM 61.656250 1714569953.9319
MEM 61.656250 1714569954.0370
MEM 61.671875 1714569954.1421
MEM 61.671875 1714569954.2472
MEM 61.671875 1714569954.3523
MEM 61.671875 1714569954.4574
MEM 61.671875 1714569954.5625
MEM 61.671875 1714569954.6676
MEM 61.671875 1714569954.7727
MEM 61.671875 1714569954.8778
MEM 61.671875 1714569954.9829
MEM 61.671875 1714569955.0880
MEM 61.671875 1714569955.1931
MEM 61.671875 1714569955.2983
MEM 61.671875 1714569955.4034
MEM 61.671875 1714569955.5085
MEM 61.671875 1714569955.6136
MEM 61.812500 1714569955.7187
MEM 61.812500 1714569955.8239
MEM 61.812500 1714569955.9290
MEM 61.812500 1714569956.0340
MEM 61.812500 1714569956.1391
MEM 61.812500 1714569956.2441
MEM 61.812500 1714569956.3493
MEM 61.812500 1714569956.4511
MEM 61.812500 1714569956.5522
MEM 61.812500 1714569956.6573
MEM 61.812500 1714569956.7624
MEM 61.812500 1714569956.8658
MEM 61.812500 1714569956.9709
MEM 61.812500 1714569957.0760
MEM 61.812500 1714569957.1811
MEM 61.812500 1714569957.2861
MEM 61.812500 1714569957.3912
MEM 61.812500 1714569957.4962
MEM 61.812500 1714569957.6012
MEM 61.812500 1714569957.7031
MEM 61.812500 1714569957.8047
MEM 61.812500 1714569957.9097
MEM 61.812500 1714569958.0148
MEM 61.812500 1714569958.1163
MEM 61.812500 1714569958.2178
MEM 61.812500 1714569958.3186
MEM 61.812500 1714569958.4202
MEM 61.812500 1714569958.5212
MEM 61.812500 1714569958.6220
MEM 62.109375 1714569958.7270
MEM 62.109375 1714569958.8279
MEM 62.109375 1714569958.9291
MEM 62.109375 1714569959.0299
MEM 62.109375 1714569959.1321
MEM 62.187500 1714569959.2372
MEM 62.187500 1714569959.3423
MEM 62.187500 1714569959.4473
MEM 62.187500 1714569959.5525
MEM 62.187500 1714569959.6577
MEM 63.156250 1714569959.7629
MEM 63.156250 1714569959.8660
MEM 63.156250 1714569959.9712
MEM 63.156250 1714569960.0767
MEM 63.156250 1714569960.1821
MEM 63.156250 1714569960.2872
MEM 63.156250 1714569960.3927
MEM 63.156250 1714569960.4942
MEM 63.156250 1714569960.5997
MEM 63.156250 1714569960.7051
MEM 63.265625 1714569960.8059
MEM 63.265625 1714569960.9114
MEM 63.265625 1714569961.0168
MEM 63.265625 1714569961.1222
MEM 63.265625 1714569961.2258
MEM 63.265625 1714569961.3311
MEM 63.265625 1714569961.4366
MEM 63.265625 1714569961.5413
MEM 63.265625 1714569961.6467
MEM 63.265625 1714569961.7521
MEM 63.328125 1714569961.8543
MEM 63.328125 1714569961.9596
MEM 63.328125 1714569962.0650
MEM 63.328125 1714569962.1664
MEM 63.328125 1714569962.2717
MEM 63.328125 1714569962.3770
MEM 63.328125 1714569962.4824
MEM 63.328125 1714569962.5877
MEM 63.328125 1714569962.6904
MEM 63.328125 1714569962.7957
MEM 63.328125 1714569962.8999
MEM 63.328125 1714569963.0007
MEM 63.328125 1714569963.1062
MEM 63.328125 1714569963.2089
MEM 63.328125 1714569963.3143
MEM 63.328125 1714569963.4165
MEM 63.328125 1714569963.5220
MEM 63.328125 1714569963.6274
MEM 63.328125 1714569963.7295
MEM 63.328125 1714569963.8349
MEM 63.328125 1714569963.9380
MEM 63.328125 1714569964.0435
MEM 63.328125 1714569964.1490
MEM 63.328125 1714569964.2543
MEM 63.328125 1714569964.3594
MEM 63.328125 1714569964.4646
MEM 63.328125 1714569964.5700
MEM 63.328125 1714569964.6724
MEM 63.328125 1714569964.7780
MEM 63.328125 1714569964.8835
MEM 63.328125 1714569964.9887
MEM 63.328125 1714569965.0942
MEM 63.328125 1714569965.1966
